Date	TransactionID	FarmID	CropType	Quantity	PricePerTon	TotalValue
2021-09-27	TRANS867211	15	Soybean	662.034296050022	264.7406213290121	175267.37087739795
2021-09-15	TRANS801048	5	Soybean	852.5096275752808	197.62825180137983	168479.98734154814
2021-09-16	TRANS584983	35	Soybean	514.3788374311048	290.14567917065347	149244.79713745904
2021-09-08	TRANS842228	43	Wheat	310.92586620626474	197.93390607443362	61542.77119778272
2021-09-06	TRANS786700	6	Rice	678.6328611208991	218.1802676805728	148064.29929619073
2021-09-19	TRANS760463	24	Soybean	289.61777448225484	334.5375554453051	96888.0222888032
2021-09-19	TRANS705033	26	Rice	257.33733835645023	426.3281178833316	109710.1431226115
2021-09-29	TRANS468986	28	Corn	833.9853523907245	139.17634928233048	116071.03670067895
2021-09-16	TRANS836982	44	Corn	647.7773618365457	188.2176276871154	121923.11831429278
2021-09-26	TRANS461670	28	Rice	554.3854782040855	463.2813195529072	256836.4358833582
2021-09-06	TRANS369439	38	Soybean	197.93769249265284	201.21952714678696	39828.92888789773
2021-09-17	TRANS308180	45	Wheat	536.0001528390765	443.78499782611425	237868.82666248645
2021-09-11	TRANS262951	33	Corn	237.00720297958821	271.79545526335437	64417.480634531414
2021-09-20	TRANS185365	41	Wheat	715.5414051743898	113.79553943256661	81425.4201881564
2021-09-05	TRANS762242	42	Rice	450.47856179659755	479.15796772233574	215850.3921729383
2021-09-16	TRANS536927	5	Rice	282.05869718125086	291.67165492927654	82268.5269940511
2021-09-03	TRANS252103	23	Rice	602.0780121202642	183.65880032019194	110576.92540517372
2021-09-05	TRANS686159	22	Rice	324.0679060376377	258.70415670585953	83837.71434690079
2021-09-29	TRANS362886	12	Corn	617.965745039118	353.17334117879443	218249.0269095083
2021-09-18	TRANS528616	23	Corn	546.0592895747163	301.24528216481474	164497.7847666537
2021-09-10	TRANS164956	19	Corn	605.8658718832567	310.7762333995005	188288.71360918283
2021-09-26	TRANS480273	28	Corn	342.686506283578	423.58681739715524	145157.48656161106
2021-09-14	TRANS373263	21	Soybean	874.1952054188432	466.86122323935103	408127.8429518169
2021-09-15	TRANS944232	18	Corn	915.8514265487058	387.41454682409267	354814.16537456564
2021-09-23	TRANS284872	7	Corn	217.62825364853558	443.91739241080705	96608.96687457562
2021-09-15	TRANS152256	2	Soybean	380.9971931877835	370.415380715126	141127.22036604723
2021-09-01	TRANS564867	36	Rice	300.49953768168194	301.6735562406525	90652.76418110495
2021-09-09	TRANS871592	17	Rice	331.49324250671725	294.2031966071755	97526.37159915385
2021-09-13	TRANS916243	44	Corn	917.9993676586284	240.06669103194963	220381.0705632291
2021-09-22	TRANS890534	1	Wheat	655.5140781919596	102.14688550043678	66958.72148899846
2021-09-22	TRANS589021	40	Soybean	578.7668806804752	198.58987611908896	114937.2431361671
2021-09-01	TRANS906206	10	Soybean	632.2341737342217	103.24453678112265	65274.72440438554
2021-09-19	TRANS952619	1	Wheat	740.567727452521	264.7119248429937	196037.10861055838
2021-09-21	TRANS825714	50	Soybean	952.4399225226481	153.97603802611926	146652.92572794133
2021-09-18	TRANS919330	42	Soybean	884.4382234528401	457.6981727737052	404805.7588055869
2021-09-15	TRANS150081	32	Rice	793.4236000709463	308.72262911094276	244947.81981257175
2021-09-18	TRANS799495	32	Soybean	474.2122713716838	139.22592387184181	66022.64159308725
2021-09-21	TRANS945295	41	Rice	212.16764104595603	266.137544538905	56465.77501858253
2021-09-07	TRANS932785	23	Wheat	571.6656046931313	175.2953061250333	100210.29717583473
2021-09-02	TRANS391132	19	Rice	740.6418837905077	117.81655739260168	87259.87700896898
2021-09-24	TRANS244780	28	Wheat	358.717738291113	207.10605383024074	74292.61521638145
2021-09-01	TRANS930138	24	Wheat	321.68964404970944	264.9676314095781	85237.34303284179
2021-09-26	TRANS440455	6	Corn	996.4443106822948	328.4491819379286	327281.3186903029
2021-09-21	TRANS881974	7	Corn	305.4187744584751	495.0493646088395	151197.37023527856
2021-09-27	TRANS923700	1	Corn	315.187252001903	203.7985896448049	64234.717432009544
2021-09-19	TRANS879960	37	Soybean	349.03541434114845	357.9082842770381	124922.66629876554
2021-09-25	TRANS288234	49	Soybean	413.87824383522644	265.360287654455	109826.84983803636
2021-09-07	TRANS267439	11	Corn	151.7546300644825	351.22195745884744	53299.55822469081
2021-09-09	TRANS426354	18	Soybean	245.53091123786703	278.6954218934549	68428.34089532179
2021-09-21	TRANS693576	29	Corn	877.8493477669163	455.8489134783995	400166.6713772704
2021-09-03	TRANS293323	16	Soybean	305.26688683792054	454.2066453009258	138654.24859210922
2021-09-14	TRANS217162	21	Wheat	278.1241028299198	320.9292411482208	89258.1572662359
2021-09-29	TRANS572693	16	Rice	871.7676666540879	297.7555174471037	259573.63267824217
2021-09-04	TRANS881680	46	Corn	415.15769970649603	202.35291216806223	84008.36954460335
2021-09-17	TRANS194893	32	Wheat	470.9808797625427	484.0621137272968	227984.00018299825
2021-09-07	TRANS530156	14	Rice	574.1921982304245	400.31733711025265	229859.09178508588
2021-09-13	TRANS535015	22	Rice	250.40326231622146	430.2094169680422	107725.84148795737
2021-09-07	TRANS475053	27	Rice	538.1463659667733	281.4091894648984	151439.33266019027
2021-09-27	TRANS542442	1	Soybean	653.556625720442	422.86252061240623	276364.60211508506
2021-09-05	TRANS437022	29	Corn	648.8973595958419	194.72238713012263	126354.84286293591
2021-09-26	TRANS552880	31	Soybean	254.38545553652853	404.1474507015399	102809.23335063794
2021-09-12	TRANS122727	16	Wheat	952.7953987971608	344.74901113010384	328475.27154463413
2021-09-01	TRANS388993	15	Rice	577.2927145476156	330.24750922362557	190649.48107229552
2021-09-13	TRANS506071	24	Wheat	373.75845477315204	200.96176814311298	75111.15992965036
2021-09-07	TRANS101164	2	Wheat	429.25636075061055	412.69379458551543	177151.43636813838
2021-09-02	TRANS138127	26	Soybean	487.3262080211489	162.2598458877445	79073.47541057054
2021-09-18	TRANS532260	7	Rice	741.5852232021841	110.44830000809243	81906.82721380302
2021-09-13	TRANS424831	18	Wheat	561.6741598978533	463.74356154698455	260472.77533994097
2021-09-22	TRANS893568	26	Soybean	897.955860497795	459.19175295673284	412333.92565975396
2021-09-04	TRANS227004	26	Wheat	321.09877714543245	455.37903027518934	146221.64975903617
2021-09-24	TRANS764048	31	Wheat	174.99626512529463	400.19014318309723	70031.7803969989
2021-09-09	TRANS873233	40	Soybean	468.8935649618737	144.42853804328496	67721.61208534749
2021-09-05	TRANS681069	41	Rice	315.82939058582963	167.44618682265954	52884.42714012154
2021-09-28	TRANS510757	39	Corn	701.9757712271489	303.38324413802707	212967.68678118597
2021-09-01	TRANS889346	26	Soybean	312.4987265042553	151.7717173354312	47428.46838668605
2021-09-20	TRANS762811	5	Corn	665.9153295825496	328.1555573637963	218523.81613625766
2021-09-19	TRANS271837	29	Soybean	663.6563711909627	210.75705827795412	139870.26449962927
2021-09-17	TRANS939642	26	Rice	570.8637368980678	456.08091058485485	260360.05294434377
2021-09-24	TRANS932622	47	Wheat	425.9718259202716	274.12880085222633	116771.14583635736
2021-09-17	TRANS683439	36	Corn	875.7596232845611	369.009725451588	323163.81814982207
2021-09-20	TRANS688120	30	Wheat	306.2343017203867	488.0729564981409	149464.68102181287
2021-09-16	TRANS385279	47	Rice	737.4799025786587	140.28835852969058	103459.84498139615
2021-09-10	TRANS662757	48	Corn	641.2723417552883	238.92521824376968	153216.1342075755
2021-09-12	TRANS233369	24	Rice	454.62465481155095	240.29840538523953	109245.57960003066
2021-09-25	TRANS225016	45	Soybean	572.2336339665767	445.87888728129025	255146.89597794635
2021-09-20	TRANS154496	25	Wheat	978.8849492575454	148.25589964131333	145125.46879751876
2021-09-13	TRANS276908	25	Rice	882.1490154494015	211.65879126021187	186714.5943214063
2021-09-27	TRANS458310	16	Wheat	847.025305951894	257.28313718390086	217925.32798945674
2021-09-03	TRANS530739	33	Corn	770.6931562071782	438.41508844618454	337883.50824343914
2021-09-29	TRANS783129	30	Soybean	676.4377022942294	265.65499606741776	179699.05514282663
2021-09-27	TRANS952657	43	Corn	163.33842611704034	125.35044821839011	20474.544925057406
2021-09-04	TRANS857475	9	Wheat	787.5347527376148	247.13534940990326	194627.6762902522
2021-09-29	TRANS543578	29	Rice	774.1101418917048	389.7154035089837	301682.6463077223
2021-09-29	TRANS445149	19	Soybean	473.19290727511003	388.2462115154945	183715.35356556415
2021-09-12	TRANS975343	6	Soybean	966.4125324124591	397.28409735614736	383940.3306131523
2021-09-08	TRANS335440	29	Soybean	699.8980189270452	360.8089168685289	252529.44612749634
2021-09-23	TRANS342866	20	Rice	177.31595790805977	255.03051722497804	45220.98045753492
2021-09-05	TRANS326231	10	Soybean	902.9464701467173	147.91598610065876	133560.21752786072
2021-09-18	TRANS844827	13	Wheat	753.0038518319233	173.54001751690168	130676.3016372064
2021-09-15	TRANS716800	18	Wheat	671.6542019978713	499.1807241429883	335276.8309269783
