Date	TransactionID	FarmID	CropType	Quantity	PricePerTon	TotalValue
2023-01-14	TRANS972915	31	Corn	392.7783847956727	103.23981694034904	40550.36854443123
2023-01-19	TRANS603110	42	Soybean	502.42421816913014	337.19569762698035	169415.28475023
2023-01-24	TRANS570944	14	Soybean	249.87607867863048	297.948266608951	74450.1445093398
2023-01-18	TRANS744428	36	Wheat	115.60376259289903	192.5120024061422	22255.11182244327
2023-01-11	TRANS772794	44	Soybean	632.441904361456	343.4762382051519	217228.76619337534
2023-01-29	TRANS440841	15	Soybean	932.6991614402721	439.8253831100579	410224.7660068974
2023-01-22	TRANS203782	43	Soybean	219.98470843685317	228.45980581545172	50257.66377185224
2023-01-21	TRANS360684	5	Soybean	838.8067423776542	498.8625786254976	418449.29447097005
2023-01-09	TRANS905524	5	Rice	451.74520986210877	475.43472523364835	214775.3597264085
2023-01-02	TRANS473734	40	Wheat	478.00390461118974	193.26934134526118	92383.49980466769
2023-01-09	TRANS273822	39	Soybean	998.8160177314459	200.81118494213635	200573.42805983752
2023-01-24	TRANS620762	1	Wheat	592.7186432700396	248.7376884523036	147431.46522957517
2023-01-27	TRANS946667	36	Rice	331.7610098027916	256.1663748961797	84986.01521307706
2023-01-27	TRANS910763	9	Soybean	358.92929750915096	145.86121583385392	52353.863733075836
2023-01-16	TRANS260493	13	Wheat	662.13802138206	300.3797287907796	198892.8392848066
2023-01-20	TRANS444515	1	Wheat	678.8807234035602	275.423124921408	186979.45028871458
2023-01-14	TRANS361591	6	Rice	946.5435461638178	285.18520176185484	269940.21218910994
2023-01-04	TRANS911222	3	Rice	835.0205989266677	223.51920484448095	186643.14030085102
2023-01-13	TRANS831730	8	Rice	899.3058575784961	454.14346439249107	408413.8777091584
2023-01-09	TRANS711941	46	Soybean	382.16407122378445	478.84619914979925	182997.81295712234
2023-01-04	TRANS268762	33	Rice	981.9491635780458	336.75948636281566	330680.69596093916
2023-01-03	TRANS293477	12	Soybean	458.32035432497435	265.9998911060526	121913.1643421306
2023-01-22	TRANS259424	37	Soybean	346.72250616902784	273.853817433806	94951.28190460462
2023-01-29	TRANS922704	18	Wheat	259.6762423250369	195.71151135435173	50821.629848251854
2023-01-07	TRANS752870	1	Rice	361.59921656969107	483.9842994334116	175008.3435071524
2023-01-04	TRANS260572	41	Rice	257.78889445704937	234.88702666717444	60551.266926834374
2023-01-13	TRANS271754	26	Soybean	539.7796233368086	291.8812724039915	157551.56327729498
2023-01-11	TRANS963856	8	Soybean	396.00996765926266	266.55331056711054	105557.76789715084
2023-01-16	TRANS393629	15	Wheat	140.99853612441757	438.11533081832044	61773.62029904811
2023-01-29	TRANS715688	3	Corn	735.228513608187	325.8142270058976	239547.9098339465
2023-01-15	TRANS913248	1	Wheat	107.93874346757815	405.32898980410687	43750.70185043809
2023-01-18	TRANS318939	30	Soybean	818.1030825995616	393.91803803767976	322265.56121019716
2023-01-25	TRANS268928	13	Soybean	769.03252057762	282.19853434786853	217019.8501728514
2023-01-03	TRANS508479	39	Wheat	863.9131706394551	163.13729613247583	140936.4587513549
2023-01-05	TRANS108847	50	Soybean	633.2172703058753	491.60411410534414	311292.21520492405
