Date	TransactionID	FarmID	CropType	Quantity	PricePerTon	TotalValue
2023-08-07	TRANS889392	11	Wheat	982.3209374901943	263.06750404232105	258416.7171940583
2023-08-11	TRANS561868	30	Rice	795.985574418389	279.53457310805754	222505.48774521632
2023-08-17	TRANS442063	12	Rice	165.9131557988286	288.9068732652136	47933.45107540381
2023-08-01	TRANS598549	4	Soybean	799.9395603862362	468.96181529515195	375141.10836513515
2023-08-18	TRANS294587	23	Soybean	154.12093099257777	249.8266455405583	38503.515197463574
2023-08-18	TRANS113354	27	Wheat	399.4935547106683	394.2177482766301	157487.4495890664
2023-08-14	TRANS968209	9	Soybean	277.77003095804685	220.69818887828336	61303.34275710564
2023-08-25	TRANS276821	50	Soybean	817.1598654596683	368.4239691286419	301061.28104527795
2023-08-18	TRANS251033	48	Soybean	144.0288682228275	392.5152647040781	56533.52933551192
2023-08-20	TRANS983976	18	Soybean	583.5542096937972	407.9556029222927	238064.20945347508
2023-08-23	TRANS537353	36	Soybean	402.32875163311775	409.7030379916738	164835.31181548594
2023-08-17	TRANS294505	32	Wheat	141.67836446356927	408.7805652353965	57915.36190704436
2023-08-21	TRANS400105	6	Soybean	485.92253727418324	308.17112735717114	149747.29612004207
2023-08-30	TRANS429297	3	Soybean	450.82390081149964	220.40596066992637	99364.27495132218
2023-08-26	TRANS961967	50	Corn	439.38081081641155	442.3700954827525	194368.9312341452
2023-08-21	TRANS831850	14	Soybean	444.8925896238578	285.16791108474297	126869.09044011733
2023-08-02	TRANS291344	45	Rice	385.53402962723834	361.3501916141179	139312.79547956557
2023-08-23	TRANS328612	26	Wheat	625.2290850983993	355.7029135680907	222395.80721701236
2023-08-10	TRANS574933	20	Corn	307.75891939411736	173.27989190758905	53328.43228620906
2023-08-17	TRANS588317	2	Soybean	260.6670951156701	239.09801529330088	62324.98509442681
2023-08-20	TRANS563963	39	Corn	136.92436785903183	258.756951529586	35430.132017318705
2023-08-11	TRANS355578	50	Soybean	467.5493114978954	375.96711988264883	175783.16804697918
2023-08-12	TRANS626112	22	Rice	172.7853689629825	127.5689214782198	22042.04316582395
2023-08-28	TRANS371614	32	Rice	181.31147836469268	426.7387006676138	77372.62469347312
2023-08-05	TRANS471065	42	Rice	993.2723944007852	476.22230514702613	473018.469300448
2023-08-24	TRANS829815	9	Corn	228.389609695472	354.4149435118817	80944.6906189214
2023-08-14	TRANS782618	44	Wheat	646.518575244146	122.13593723320382	78963.15212611937
2023-08-09	TRANS876035	26	Corn	620.6526552848837	264.70891576779127	164292.2914488623
2023-08-10	TRANS534219	25	Corn	610.0254402515935	220.78238081165912	134682.86905442734
2023-08-11	TRANS915757	50	Wheat	403.7841146853498	151.17780055161901	61043.19435581387
2023-08-21	TRANS734291	24	Rice	626.0371178864804	237.2353395669932	148518.1282433409
2023-08-14	TRANS679793	5	Soybean	802.7135723229078	208.99261383052567	167761.20763700322
2023-08-13	TRANS456747	16	Wheat	261.26671379934476	193.92210255965594	50665.39046882081
2023-08-26	TRANS856965	1	Rice	494.34185270264425	101.97279129045226	50409.41857178224
2023-08-05	TRANS198603	46	Rice	793.8952616984892	268.60374432862346	213243.2398969666
2023-08-03	TRANS866870	7	Wheat	115.4629763971521	466.5860760764961	53873.417089260285
2023-08-10	TRANS544536	31	Rice	334.3317751033793	272.18803361287	91001.10843968911
2023-08-11	TRANS416616	50	Rice	201.85788170185765	385.4820838795953	77812.59688595291
2023-08-03	TRANS245896	29	Wheat	331.0847355076352	156.8225417828765	51921.54976781873
2023-08-26	TRANS716878	22	Corn	177.66291275890114	145.0953214508186	25778.057436641502
2023-08-29	TRANS554671	37	Corn	667.982266204738	139.85929208049754	93423.52687372112
2023-08-29	TRANS717921	9	Corn	473.52017187622573	406.9320771977071	192690.5471366078
2023-08-07	TRANS339038	1	Corn	456.1818379936346	328.5141952713733	149862.20940589486
2023-08-07	TRANS471621	23	Soybean	162.29074261668615	228.59210818528499	37098.38299370376
2023-08-07	TRANS155315	40	Rice	438.82476741656495	443.0137862204261	194405.4217005103
2023-08-18	TRANS908586	36	Wheat	513.0577942269167	159.3742393525906	81768.1956988328
2023-08-07	TRANS147146	18	Soybean	207.22499468626955	126.62412382544974	26239.68338688236
2023-08-02	TRANS205833	39	Wheat	687.2880973588084	452.393629079962	310924.7565876136
2023-08-03	TRANS912071	37	Wheat	822.9803294548284	474.140584167543	390208.37416610937
2023-08-11	TRANS298948	27	Corn	745.6857282976122	310.1046339945765	231240.59984871023
2023-08-12	TRANS310426	49	Soybean	183.43882367156652	305.80116308240014	56095.805633232354
2023-08-12	TRANS590403	41	Corn	993.506069341411	352.8654424766495	350573.9587613938
2023-08-16	TRANS845915	2	Soybean	626.329532990753	338.3502012252079	211918.7235207118
2023-08-18	TRANS760410	23	Rice	491.3014893374655	217.75414493041495	106982.93571371918
2023-08-06	TRANS327003	42	Corn	302.7925346714559	393.691027159187	119206.7039909392
2023-08-10	TRANS375259	18	Rice	810.9157336023313	180.02033260310105	145981.32007617937
2023-08-21	TRANS544981	45	Corn	945.4174144169668	159.83164868038733	151107.6240374128
2023-08-30	TRANS792529	6	Corn	803.9993163017066	304.1589830222342	244543.6143968987
2023-08-17	TRANS915620	33	Wheat	768.6114033838882	423.64509503911285	325618.4510347132
2023-08-04	TRANS364739	39	Corn	187.69974077027211	319.7480668018957	60016.62925051147
2023-08-02	TRANS329269	20	Rice	777.2412263205197	455.59379985219005	354106.2837011416
2023-08-26	TRANS168307	11	Soybean	199.83573248061174	314.9563416912097	62939.531241276716
2023-08-18	TRANS234071	17	Rice	868.411503975159	210.25814806011587	182590.59457991688
2023-08-22	TRANS695087	41	Corn	554.9640198379961	417.1826191648024	231521.3433382426
2023-08-22	TRANS285427	35	Rice	913.0215198919059	125.18777017493954	114299.1281970019
2023-08-15	TRANS397070	35	Corn	837.6909545817689	472.1479312286438	395514.05121473
2023-08-21	TRANS572599	32	Soybean	435.7878099130184	350.14874936903885	152590.55663131582
2023-08-09	TRANS830312	2	Soybean	299.7841619629228	216.870455892235	65014.327874170674
2023-08-26	TRANS364584	31	Wheat	450.1166348091576	304.6730676900818	137138.41594564228
2023-08-20	TRANS345413	25	Wheat	886.9974253787966	155.7756603429778	138172.60966090322
2023-08-27	TRANS509588	21	Wheat	723.3548984483083	337.6491927087966	244240.19750302483
2023-08-13	TRANS683777	37	Rice	984.7646205023327	455.34128407590464	448403.98681205313
2023-08-15	TRANS660873	3	Wheat	735.661633636843	404.2347995197514	297380.032987562
2023-08-27	TRANS108445	16	Rice	863.9669136786863	131.35228567370035	113484.02885814801
2023-08-03	TRANS960836	34	Rice	274.17560516318684	374.68840234946936	102730.4194617934
2023-08-15	TRANS573962	18	Wheat	937.1939826535566	475.5505632058642	445683.1262840458
2023-08-06	TRANS323941	41	Rice	616.7599286790066	419.75512436495904	258888.1405659797
2023-08-21	TRANS944782	28	Soybean	413.9770225775845	459.77089764735194	190334.5872758741
2023-08-03	TRANS856515	35	Corn	297.2733584783748	140.04095044683044	41630.44366383295
2023-08-04	TRANS962405	32	Wheat	961.4002105309197	429.7657794687516	413176.9108602426
2023-08-01	TRANS968068	17	Wheat	211.7557495382356	401.47356946315944	85014.33662146222
2023-08-02	TRANS496772	40	Soybean	918.7386959671699	378.41309884928637	347662.75697368913
2023-08-21	TRANS558879	19	Soybean	604.7802754193738	200.43613169670874	121219.81893152939
2023-08-01	TRANS630909	37	Soybean	746.3291775140888	141.73346730660614	105779.82208115935
2023-08-16	TRANS725698	10	Wheat	933.8469534888956	377.7196552048575	352732.3492859322
2023-08-13	TRANS583651	3	Corn	630.6850143005325	160.3516230652163	101131.36568599955
2023-08-27	TRANS225997	30	Rice	349.96181391712076	145.0499635853206	50761.94836493111
2023-08-27	TRANS460411	31	Wheat	674.971091123221	341.61087997924176	230577.46839915248
2023-08-04	TRANS731558	9	Rice	892.1808600936445	289.5369295732054	258319.30685549535
2023-08-04	TRANS404605	22	Soybean	206.6284695586192	498.2997776696996	102962.92044129025
2023-08-09	TRANS742970	19	Rice	452.22412160349563	259.84292536485384	117507.2386780037
2023-08-19	TRANS401879	26	Corn	669.4250559036434	234.67769456176862	157099.1288013501
2023-08-17	TRANS184331	16	Wheat	474.76747125064026	367.87181900379056	174653.57325280286
2023-08-02	TRANS700050	9	Wheat	320.0051599606034	388.95860827575217	124468.76165933575
2023-08-12	TRANS385873	32	Wheat	279.9441263249278	284.3617666029653	79605.40631188016
2023-08-14	TRANS746895	49	Corn	148.09239939107184	270.98623200912823	40131.00130017747
2023-08-29	TRANS296029	35	Corn	333.0700394431345	338.88602259837785	112872.78091356867
2023-08-20	TRANS305489	40	Rice	989.8496388580986	425.1104228167588	420795.3984999823
2023-08-08	TRANS545280	2	Corn	428.3473689120486	150.15262595444722	64317.48226282244
2023-08-22	TRANS681360	19	Rice	858.5403295419649	227.71708469898152	195504.3009397991
